model,unfairness_metric,unfairness_weight,iteration,unfairness,kappa
GaussianNB,overall_accuracy_equality,1,81,0.08053765303765303,0.2729470132388594
GaussianNB,overall_accuracy_equality,1,82,0.05920675577283127,0.19760657710877666
GaussianNB,overall_accuracy_equality,1,83,0.06893650809957977,0.23882514843664573
GaussianNB,overall_accuracy_equality,1,84,0.040811572104478305,0.29833350679816006
GaussianNB,overall_accuracy_equality,1,85,0.04960367404017288,0.16736970750270755
GaussianNB,overall_accuracy_equality,1,86,0.10485847485847485,0.282705999846837
GaussianNB,overall_accuracy_equality,1,87,0.12946172484650198,0.14417391972801222
GaussianNB,overall_accuracy_equality,1,88,0.15040520309507652,0.20597030419866494
GaussianNB,overall_accuracy_equality,1,89,0.15178757820250255,0.24103013668080428
GaussianNB,overall_accuracy_equality,1,90,0.0583958043120298,0.22641734404673608
GaussianNB,overall_accuracy_equality,1,91,0.20162947288970162,0.20339119827021357
GaussianNB,overall_accuracy_equality,1,92,0.1758341056624222,0.2229660486976354
GaussianNB,overall_accuracy_equality,1,93,0.07326763201086445,0.2501467828179861
GaussianNB,overall_accuracy_equality,1,94,0.03645952286262075,0.19083058679404086
GaussianNB,overall_accuracy_equality,1,95,0.13287930634192546,0.21429646733324698
GaussianNB,overall_accuracy_equality,1,96,0.0779679593298542,0.19854611010691206
GaussianNB,overall_accuracy_equality,1,97,0.11157359066006965,0.27210077840418057
GaussianNB,overall_accuracy_equality,1,98,0.07930130730369622,0.214239863297994
GaussianNB,overall_accuracy_equality,1,99,0.07568673486379801,0.18187050946999847
GaussianNB,overall_accuracy_equality,1,100,0.05363255853146651,0.2056145021389431
GaussianNB,overall_accuracy_equality,2,1,0.05371104922474787,0.14510530179257208
GaussianNB,overall_accuracy_equality,2,2,0.11784611992945324,0.2464256872805559
GaussianNB,overall_accuracy_equality,2,3,0.0842207978101941,0.23996956771581335
GaussianNB,overall_accuracy_equality,2,4,0.07452562132177895,0.23279429958607953
GaussianNB,overall_accuracy_equality,2,5,0.14050398067416847,0.32657888158699977
GaussianNB,overall_accuracy_equality,2,6,0.0859353802688009,0.23403333897942222
GaussianNB,overall_accuracy_equality,2,7,0.06072271350446409,0.19320187964460847
GaussianNB,overall_accuracy_equality,2,8,0.12403501450803248,0.18366362372365153
GaussianNB,overall_accuracy_equality,2,9,0.1285500721620106,0.20952556849105092
GaussianNB,overall_accuracy_equality,2,10,0.07688507290577083,0.17412480724461482
GaussianNB,overall_accuracy_equality,2,11,0.14852547388522977,0.16060896424619914
GaussianNB,overall_accuracy_equality,2,12,0.192353919916849,0.21403922366788408
GaussianNB,overall_accuracy_equality,2,13,0.06872595870132522,0.288776261279634
GaussianNB,overall_accuracy_equality,2,14,0.06097572241489996,0.26422694135706726
GaussianNB,overall_accuracy_equality,2,15,0.14869594314346912,0.2178629896375128
GaussianNB,overall_accuracy_equality,2,16,0.13142613016768115,0.2550169688524213
GaussianNB,overall_accuracy_equality,2,17,0.10383437010296277,0.2775042931769911
GaussianNB,overall_accuracy_equality,2,18,0.041825360158693536,0.20927935991938887
GaussianNB,overall_accuracy_equality,2,19,0.06230959162881364,0.22561425027992124
GaussianNB,overall_accuracy_equality,2,20,0.07639735264735269,0.167343786781267
GaussianNB,overall_accuracy_equality,2,21,0.028664466164466162,0.22061123320328194
GaussianNB,overall_accuracy_equality,2,22,0.12606074277709856,0.207299287765982
GaussianNB,overall_accuracy_equality,2,23,0.11018523409872899,0.255847424817348
GaussianNB,overall_accuracy_equality,2,24,0.12989216357685837,0.16587643209798839
GaussianNB,overall_accuracy_equality,2,25,0.07922353596695703,0.178612283742046
GaussianNB,overall_accuracy_equality,2,26,0.12855004932469724,0.1889778454630298
GaussianNB,overall_accuracy_equality,2,27,0.16313383944639626,0.21739885456979346
GaussianNB,overall_accuracy_equality,2,28,0.07174573372441462,0.2764895366377377
GaussianNB,overall_accuracy_equality,2,29,0.09492208054430427,0.12232789118640272
GaussianNB,overall_accuracy_equality,2,30,0.08016532778504629,0.130273051275859
GaussianNB,overall_accuracy_equality,2,31,0.11645703981763113,0.18282702930598851
GaussianNB,overall_accuracy_equality,2,32,0.09799155550414346,0.21578988616505135
GaussianNB,overall_accuracy_equality,2,33,0.0882264994160643,0.18118435102368108
GaussianNB,overall_accuracy_equality,2,34,0.11987760487760488,0.13816842978898333
GaussianNB,overall_accuracy_equality,2,35,0.05333001285518449,0.20262145794556377
GaussianNB,overall_accuracy_equality,2,36,0.03245877530304353,0.1364751320620758
GaussianNB,overall_accuracy_equality,2,37,0.11368999410666075,0.2787917326479787
GaussianNB,overall_accuracy_equality,2,38,0.10351782990083905,0.10615477263079004
GaussianNB,overall_accuracy_equality,2,39,0.07328159299650525,0.2124822209916466
GaussianNB,overall_accuracy_equality,2,40,0.0992431817503147,0.19627733957431426
GaussianNB,overall_accuracy_equality,2,41,0.058860880300616814,0.23825129334204312
GaussianNB,overall_accuracy_equality,2,42,0.11779333857647449,0.19514593284643908
GaussianNB,overall_accuracy_equality,2,43,0.08253365911305711,0.17703248403220348
GaussianNB,overall_accuracy_equality,2,44,0.05044061727125747,0.15428072420827033
GaussianNB,overall_accuracy_equality,2,45,0.10263409266906934,0.27540964814990676
GaussianNB,overall_accuracy_equality,2,46,0.06519841476220195,0.18070005195586641
GaussianNB,overall_accuracy_equality,2,47,0.09927659106720892,0.1792043751442835
GaussianNB,overall_accuracy_equality,2,48,0.08504185223292773,0.19711874075651728
GaussianNB,overall_accuracy_equality,2,49,0.11794539013711737,0.24157081347273016
GaussianNB,overall_accuracy_equality,2,50,0.03859825822123944,0.1591013092663264
GaussianNB,overall_accuracy_equality,2,51,0.04920896170896172,0.16816633078232027
GaussianNB,overall_accuracy_equality,2,52,0.08795411019967139,0.22128758416151903
GaussianNB,overall_accuracy_equality,2,53,0.055427114058067814,0.17682521291715947
GaussianNB,overall_accuracy_equality,2,54,0.19826604060719372,0.22692902865714215
GaussianNB,overall_accuracy_equality,2,55,0.1367240049426402,0.15577204409581674
GaussianNB,overall_accuracy_equality,2,56,0.10085450889081803,0.1605860613278031
GaussianNB,overall_accuracy_equality,2,57,0.08681035004096024,0.19390288091668767
GaussianNB,overall_accuracy_equality,2,58,0.0660631197559115,0.23219090975252743
GaussianNB,overall_accuracy_equality,2,59,0.031139690340308626,0.13581025701539395
GaussianNB,overall_accuracy_equality,2,60,0.10462484660165658,0.20818141983900845
GaussianNB,overall_accuracy_equality,2,61,0.08381197002820145,0.18331671688569726
GaussianNB,overall_accuracy_equality,2,62,0.09917120796224074,0.2576649718480817
GaussianNB,overall_accuracy_equality,2,63,0.1451392146119549,0.24749072828097687
GaussianNB,overall_accuracy_equality,2,64,0.04027637103617493,0.1971030323183179
GaussianNB,overall_accuracy_equality,2,65,0.12496951977715401,0.24702022800747303
GaussianNB,overall_accuracy_equality,2,66,0.06832439727176566,0.15258054774601462
GaussianNB,overall_accuracy_equality,2,67,0.09885527466565429,0.2011445499285789
GaussianNB,overall_accuracy_equality,2,68,0.12482140196097415,0.2232959884507386
GaussianNB,overall_accuracy_equality,2,69,0.1162000594611644,0.13660007372789457
GaussianNB,overall_accuracy_equality,2,70,0.043204193871765606,0.1473049836145082
GaussianNB,overall_accuracy_equality,2,71,0.09972497205092144,0.17849592723207328
GaussianNB,overall_accuracy_equality,2,72,0.13340491281448452,0.17474153589527586
GaussianNB,overall_accuracy_equality,2,73,0.12141157628720713,0.15957963654571913
GaussianNB,overall_accuracy_equality,2,74,0.055128388121358535,0.2035134655155629
GaussianNB,overall_accuracy_equality,2,75,0.06842298035877314,0.2808094210159332
GaussianNB,overall_accuracy_equality,2,76,0.048620930463334794,0.14250512583437258
GaussianNB,overall_accuracy_equality,2,77,0.13554771365841162,0.21727629922287378
GaussianNB,overall_accuracy_equality,2,78,0.07384559832312057,0.29981043380322764
GaussianNB,overall_accuracy_equality,2,79,0.09647093943432614,0.20677350925945562
GaussianNB,overall_accuracy_equality,2,80,0.13472901079395297,0.20532561355043177
GaussianNB,overall_accuracy_equality,2,81,0.08130079018010047,0.2648979993780275
GaussianNB,overall_accuracy_equality,2,82,0.04575280840441025,0.17587120605952547
GaussianNB,overall_accuracy_equality,2,83,0.1014259712480807,0.20146342361594138
GaussianNB,overall_accuracy_equality,2,84,0.06960410870593933,0.25962755830405926
GaussianNB,overall_accuracy_equality,2,85,0.10161057081108568,0.16820819211613622
GaussianNB,overall_accuracy_equality,2,86,0.12127622377622381,0.20881468065756995
GaussianNB,overall_accuracy_equality,2,87,0.05967852147151978,0.18495995173580498
GaussianNB,overall_accuracy_equality,2,88,0.11196085911275783,0.20677283899220752
GaussianNB,overall_accuracy_equality,2,89,0.1323991614366524,0.14756328032824612
GaussianNB,overall_accuracy_equality,2,90,0.07308247500305516,0.1537459515937643
GaussianNB,overall_accuracy_equality,2,91,0.14093548456720306,0.21556276030967486
GaussianNB,overall_accuracy_equality,2,92,0.13240847112512574,0.23569337895701112
GaussianNB,overall_accuracy_equality,2,93,0.07842253734649264,0.20757383733335702
GaussianNB,overall_accuracy_equality,2,94,0.04346657294375003,0.1898742572456982
